구,동,연령별,시점,계,한국인,등록외국인,
도봉구,쌍문4동,45~49세,2025. 1/4,1300,1299,1,
도봉구,쌍문4동,50~54세,2025. 1/4,1581,1576,5,
도봉구,쌍문4동,55~59세,2025. 1/4,1548,1544,4,
도봉구,쌍문4동,60~64세,2025. 1/4,1626,1621,5,
도봉구,쌍문4동,65~69세,2025. 1/4,1519,1517,2,
도봉구,쌍문4동,70~74세,2025. 1/4,952,949,3,
도봉구,쌍문4동,75~79세,2025. 1/4,569,569,-,
도봉구,쌍문4동,80~84세,2025. 1/4,453,453,-,
도봉구,쌍문4동,85~89세,2025. 1/4,246,246,-,
도봉구,쌍문4동,90~94세,2025. 1/4,91,91,-,
도봉구,쌍문4동,95~99세,2025. 1/4,26,26,-,
도봉구,쌍문4동,100세 이상,2025. 1/4,-,-,-,
도봉구,방학1동,합계,2025. 1/4,27555,27242,313,
도봉구,방학1동,0~4세,2025. 1/4,378,374,4,
도봉구,방학1동,5~9세,2025. 1/4,640,639,1,
도봉구,방학1동,10~14세,2025. 1/4,930,928,2,
도봉구,방학1동,15~19세,2025. 1/4,1047,1040,7,
도봉구,방학1동,20~24세,2025. 1/4,1472,1404,68,
도봉구,방학1동,25~29세,2025. 1/4,1882,1838,44,
도봉구,방학1동,30~34세,2025. 1/4,1750,1720,30,
도봉구,방학1동,35~39세,2025. 1/4,1365,1334,31,
도봉구,방학1동,40~44세,2025. 1/4,1747,1712,35,
도봉구,방학1동,45~49세,2025. 1/4,1845,1826,19,
도봉구,방학1동,50~54세,2025. 1/4,2437,2417,20,
도봉구,방학1동,55~59세,2025. 1/4,2586,2559,27,
도봉구,방학1동,60~64세,2025. 1/4,2606,2597,9,
도봉구,방학1동,65~69세,2025. 1/4,2369,2359,10,
도봉구,방학1동,70~74세,2025. 1/4,1669,1665,4,
도봉구,방학1동,75~79세,2025. 1/4,1297,1295,2,
도봉구,방학1동,80~84세,2025. 1/4,920,920,-,
도봉구,방학1동,85~89세,2025. 1/4,442,442,-,
도봉구,방학1동,90~94세,2025. 1/4,130,130,-,
도봉구,방학1동,95~99세,2025. 1/4,37,37,-,
도봉구,방학1동,100세 이상,2025. 1/4,6,6,-,
도봉구,방학2동,합계,2025. 1/4,18171,17960,211,
도봉구,방학2동,0~4세,2025. 1/4,218,215,3,
도봉구,방학2동,5~9세,2025. 1/4,348,342,6,
도봉구,방학2동,10~14세,2025. 1/4,533,528,5,
도봉구,방학2동,15~19세,2025. 1/4,591,589,2,
도봉구,방학2동,20~24세,2025. 1/4,840,825,15,
도봉구,방학2동,25~29세,2025. 1/4,1142,1119,23,
도봉구,방학2동,30~34세,2025. 1/4,1091,1064,27,
도봉구,방학2동,35~39세,2025. 1/4,884,858,26,
도봉구,방학2동,40~44세,2025. 1/4,1046,1029,17,
도봉구,방학2동,45~49세,2025. 1/4,1160,1139,21,
도봉구,방학2동,50~54세,2025. 1/4,1617,1588,29,
도봉구,방학2동,55~59세,2025. 1/4,1824,1803,21,
도봉구,방학2동,60~64세,2025. 1/4,1780,1772,8,
도봉구,방학2동,65~69세,2025. 1/4,1744,1737,7,
도봉구,방학2동,70~74세,2025. 1/4,1208,1207,1,
도봉구,방학2동,75~79세,2025. 1/4,926,926,-,
도봉구,방학2동,80~84세,2025. 1/4,746,746,-,
도봉구,방학2동,85~89세,2025. 1/4,350,350,-,
도봉구,방학2동,90~94세,2025. 1/4,101,101,-,
도봉구,방학2동,95~99세,2025. 1/4,22,22,-,
도봉구,방학2동,100세 이상,2025. 1/4,-,-,-,
도봉구,방학3동,합계,2025. 1/4,25771,25688,83,
도봉구,방학3동,0~4세,2025. 1/4,454,453,1,
도봉구,방학3동,5~9세,2025. 1/4,866,861,5,
도봉구,방학3동,10~14세,2025. 1/4,1286,1284,2,
도봉구,방학3동,15~19세,2025. 1/4,1195,1195,-,
도봉구,방학3동,20~24세,2025. 1/4,1224,1221,3,
도봉구,방학3동,25~29세,2025. 1/4,1381,1377,4,
도봉구,방학3동,30~34세,2025. 1/4,1403,1385,18,
도봉구,방학3동,35~39세,2025. 1/4,1416,1400,16,
도봉구,방학3동,40~44세,2025. 1/4,1728,1716,12,
도봉구,방학3동,45~49세,2025. 1/4,1845,1837,8,
도봉구,방학3동,50~54세,2025. 1/4,2222,2216,6,
도봉구,방학3동,55~59세,2025. 1/4,2148,2143,5,
도봉구,방학3동,60~64세,2025. 1/4,2396,2394,2,
도봉구,방학3동,65~69세,2025. 1/4,2364,2363,1,
도봉구,방학3동,70~74세,2025. 1/4,1545,1545,-,
도봉구,방학3동,75~79세,2025. 1/4,936,936,-,
도봉구,방학3동,80~84세,2025. 1/4,685,685,-,
도봉구,방학3동,85~89세,2025. 1/4,437,437,-,
도봉구,방학3동,90~94세,2025. 1/4,188,188,-,
도봉구,방학3동,95~99세,2025. 1/4,43,43,-,
도봉구,방학3동,100세 이상,2025. 1/4,9,9,-,
도봉구,창1동,합계,2025. 1/4,23911,23690,221,
도봉구,창1동,0~4세,2025. 1/4,417,412,5,
도봉구,창1동,5~9세,2025. 1/4,613,605,8,
도봉구,창1동,10~14세,2025. 1/4,906,903,3,
도봉구,창1동,15~19세,2025. 1/4,944,936,8,
도봉구,창1동,20~24세,2025. 1/4,1229,1195,34,
도봉구,창1동,25~29세,2025. 1/4,1670,1631,39,
도봉구,창1동,30~34세,2025. 1/4,1674,1654,20,
도봉구,창1동,35~39세,2025. 1/4,1510,1478,32,
도봉구,창1동,40~44세,2025. 1/4,1696,1677,19,
도봉구,창1동,45~49세,2025. 1/4,1706,1696,10,
도봉구,창1동,50~54세,2025. 1/4,2207,2192,15,
도봉구,창1동,55~59세,2025. 1/4,2035,2026,9,
도봉구,창1동,60~64세,2025. 1/4,1883,1877,6,
도봉구,창1동,65~69세,2025. 1/4,1868,1862,6,
도봉구,창1동,70~74세,2025. 1/4,1258,1253,5,
도봉구,창1동,75~79세,2025. 1/4,944,943,1,
도봉구,창1동,80~84세,2025. 1/4,761,761,-,
도봉구,창1동,85~89세,2025. 1/4,419,418,1,
도봉구,창1동,90~94세,2025. 1/4,134,134,-,
도봉구,창1동,95~99세,2025. 1/4,32,32,-,
도봉구,창1동,100세 이상,2025. 1/4,5,5,-,
도봉구,창2동,합계,2025. 1/4,27921,27613,308,
도봉구,창2동,0~4세,2025. 1/4,492,487,5,
도봉구,창2동,5~9세,2025. 1/4,687,677,10,
도봉구,창2동,10~14세,2025. 1/4,899,894,5,
도봉구,창2동,15~19세,2025. 1/4,997,994,3,
도봉구,창2동,20~24세,2025. 1/4,1463,1423,40,
도봉구,창2동,25~29세,2025. 1/4,2075,2020,55,
도봉구,창2동,30~34세,2025. 1/4,2164,2116,48,
도봉구,창2동,35~39세,2025. 1/4,1725,1693,32,
도봉구,창2동,40~44세,2025. 1/4,1940,1913,27,
도봉구,창2동,45~49세,2025. 1/4,1897,1882,15,
도봉구,창2동,50~54세,2025. 1/4,2435,2412,23,
도봉구,창2동,55~59세,2025. 1/4,2436,2408,28,
도봉구,창2동,60~64세,2025. 1/4,2440,2426,14,
도봉구,창2동,65~69세,2025. 1/4,2174,2173,1,
도봉구,창2동,70~74세,2025. 1/4,1534,1532,2,
도봉구,창2동,75~79세,2025. 1/4,1132,1132,-,
도봉구,창2동,80~84세,2025. 1/4,824,824,-,
도봉구,창2동,85~89세,2025. 1/4,456,456,-,
도봉구,창2동,90~94세,2025. 1/4,121,121,-,
도봉구,창2동,95~99세,2025. 1/4,27,27,-,
도봉구,창2동,100세 이상,2025. 1/4,3,3,-,
도봉구,창3동,합계,2025. 1/4,12981,12876,105,
도봉구,창3동,0~4세,2025. 1/4,142,142,-,
도봉구,창3동,5~9세,2025. 1/4,299,295,4,
도봉구,창3동,10~14세,2025. 1/4,418,417,1,
도봉구,창3동,15~19세,2025. 1/4,461,458,3,
도봉구,창3동,20~24세,2025. 1/4,614,598,16,
도봉구,창3동,25~29세,2025. 1/4,804,795,9,
도봉구,창3동,30~34세,2025. 1/4,784,765,19,
도봉구,창3동,35~39세,2025. 1/4,657,647,10,
도봉구,창3동,40~44세,2025. 1/4,842,834,8,
도봉구,창3동,45~49세,2025. 1/4,940,932,8,
도봉구,창3동,50~54세,2025. 1/4,1185,1176,9,
도봉구,창3동,55~59세,2025. 1/4,1256,1245,11,
도봉구,창3동,60~64세,2025. 1/4,1250,1245,5,
도봉구,창3동,65~69세,2025. 1/4,1078,1077,1,
도봉구,창3동,70~74세,2025. 1/4,803,802,1,
도봉구,창3동,75~79세,2025. 1/4,640,640,-,
도봉구,창3동,80~84세,2025. 1/4,510,510,-,
도봉구,창3동,85~89세,2025. 1/4,224,224,-,
도봉구,창3동,90~94세,2025. 1/4,64,64,-,
도봉구,창3동,95~99세,2025. 1/4,7,7,-,
도봉구,창3동,100세 이상,2025. 1/4,3,3,-,
도봉구,창4동,합계,2025. 1/4,26365,26248,117,
도봉구,창4동,0~4세,2025. 1/4,570,569,1,
도봉구,창4동,5~9세,2025. 1/4,734,733,1,
도봉구,창4동,10~14세,2025. 1/4,1012,1008,4,
도봉구,창4동,15~19세,2025. 1/4,1191,1190,1,
도봉구,창4동,20~24세,2025. 1/4,1562,1552,10,
도봉구,창4동,25~29세,2025. 1/4,1850,1830,20,
도봉구,창4동,30~34세,2025. 1/4,1971,1954,17,
도봉구,창4동,35~39세,2025. 1/4,1595,1570,25,
도봉구,창4동,40~44세,2025. 1/4,1867,1852,15,
도봉구,창4동,45~49세,2025. 1/4,1886,1881,5,
도봉구,창4동,50~54세,2025. 1/4,2414,2407,7,
도봉구,창4동,55~59세,2025. 1/4,2302,2299,3,
도봉구,창4동,60~64세,2025. 1/4,2177,2174,3,
도봉구,창4동,65~69세,2025. 1/4,1956,1953,3,
도봉구,창4동,70~74세,2025. 1/4,1167,1166,1,
도봉구,창4동,75~79세,2025. 1/4,870,869,1,
도봉구,창4동,80~84세,2025. 1/4,641,641,-,
도봉구,창4동,85~89세,2025. 1/4,401,401,-,
도봉구,창4동,90~94세,2025. 1/4,167,167,-,
도봉구,창4동,95~99세,2025. 1/4,29,29,-,
도봉구,창4동,100세 이상,2025. 1/4,3,3,-,
도봉구,창5동,합계,2025. 1/4,23740,23586,154,
도봉구,창5동,0~4세,2025. 1/4,469,466,3,
도봉구,창5동,5~9세,2025. 1/4,583,583,-,
도봉구,창5동,10~14세,2025. 1/4,740,738,2,
도봉구,창5동,15~19세,2025. 1/4,915,911,4,
도봉구,창5동,20~24세,2025. 1/4,1305,1286,19,
도봉구,창5동,25~29세,2025. 1/4,1748,1719,29,
도봉구,창5동,30~34세,2025. 1/4,1916,1891,25,
도봉구,창5동,35~39세,2025. 1/4,1524,1504,20,
도봉구,창5동,40~44세,2025. 1/4,1602,1585,17,
도봉구,창5동,45~49세,2025. 1/4,1458,1449,9,
도봉구,창5동,50~54세,2025. 1/4,2054,2042,12,
도봉구,창5동,55~59세,2025. 1/4,2123,2115,8,
도봉구,창5동,60~64세,2025. 1/4,2056,2052,4,
도봉구,창5동,65~69세,2025. 1/4,1859,1858,1,
도봉구,창5동,70~74세,2025. 1/4,1296,1296,-,
도봉구,창5동,75~79세,2025. 1/4,893,893,-,
도봉구,창5동,80~84세,2025. 1/4,636,636,-,
도봉구,창5동,85~89세,2025. 1/4,401,401,-,
도봉구,창5동,90~94세,2025. 1/4,123,122,1,
도봉구,창5동,95~99세,2025. 1/4,32,32,-,
도봉구,창5동,100세 이상,2025. 1/4,7,7,-,
도봉구,도봉1동,합계,2025. 1/4,19792,19615,177,
도봉구,도봉1동,0~4세,2025. 1/4,201,195,6,
도봉구,도봉1동,5~9세,2025. 1/4,321,316,5,
도봉구,도봉1동,10~14세,2025. 1/4,460,459,1,
도봉구,도봉1동,15~19세,2025. 1/4,497,490,7,
도봉구,도봉1동,20~24세,2025. 1/4,796,774,22,
도봉구,도봉1동,25~29세,2025. 1/4,1180,1163,17,
도봉구,도봉1동,30~34세,2025. 1/4,1172,1160,12,
도봉구,도봉1동,35~39세,2025. 1/4,884,850,34,
도봉구,도봉1동,40~44세,2025. 1/4,1153,1131,22,
도봉구,도봉1동,45~49세,2025. 1/4,1196,1187,9,
도봉구,도봉1동,50~54세,2025. 1/4,1671,1658,13,
도봉구,도봉1동,55~59세,2025. 1/4,1812,1800,12,
도봉구,도봉1동,60~64세,2025. 1/4,1963,1953,10,
도봉구,도봉1동,65~69세,2025. 1/4,1995,1990,5,
도봉구,도봉1동,70~74세,2025. 1/4,1568,1567,1,
도봉구,도봉1동,75~79세,2025. 1/4,1333,1333,-,
도봉구,도봉1동,80~84세,2025. 1/4,937,937,-,
도봉구,도봉1동,85~89세,2025. 1/4,467,466,1,
도봉구,도봉1동,90~94세,2025. 1/4,146,146,-,
도봉구,도봉1동,95~99세,2025. 1/4,36,36,-,
도봉구,도봉1동,100세 이상,2025. 1/4,4,4,-,
도봉구,도봉2동,합계,2025. 1/4,25992,25833,159,
도봉구,도봉2동,0~4세,2025. 1/4,602,597,5,
도봉구,도봉2동,5~9세,2025. 1/4,717,713,4,
도봉구,도봉2동,10~14세,2025. 1/4,625,621,4,
도봉구,도봉2동,15~19세,2025. 1/4,760,760,-,
도봉구,도봉2동,20~24세,2025. 1/4,984,980,4,
도봉구,도봉2동,25~29세,2025. 1/4,1545,1521,24,
도봉구,도봉2동,30~34세,2025. 1/4,1765,1743,22,
도봉구,도봉2동,35~39세,2025. 1/4,1596,1570,26,
도봉구,도봉2동,40~44세,2025. 1/4,1808,1784,24,
도봉구,도봉2동,45~49세,2025. 1/4,1587,1576,11,
도봉구,도봉2동,50~54세,2025. 1/4,1957,1947,10,
도봉구,도봉2동,55~59세,2025. 1/4,2144,2136,8,
도봉구,도봉2동,60~64세,2025. 1/4,2320,2309,11,
도봉구,도봉2동,65~69세,2025. 1/4,2532,2530,2,
도봉구,도봉2동,70~74세,2025. 1/4,1913,1911,2,
도봉구,도봉2동,75~79세,2025. 1/4,1408,1407,1,
도봉구,도봉2동,80~84세,2025. 1/4,974,973,1,
도봉구,도봉2동,85~89세,2025. 1/4,544,544,-,
도봉구,도봉2동,90~94세,2025. 1/4,153,153,-,
도봉구,도봉2동,95~99세,2025. 1/4,51,51,-,
도봉구,도봉2동,100세 이상,2025. 1/4,7,7,-,
노원구,구계,합계,2025. 1/4,495111,489831,5280,
노원구,구계,0~4세,2025. 1/4,9942,9907,35,
노원구,구계,5~9세,2025. 1/4,14109,14038,71,
노원구,구계,10~14세,2025. 1/4,20778,20737,41,
노원구,구계,15~19세,2025. 1/4,25064,24840,224,
노원구,구계,20~24세,2025. 1/4,33136,31690,1446,
노원구,구계,25~29세,2025. 1/4,32968,31826,1142,
노원구,구계,30~34세,2025. 1/4,32579,31919,660,
노원구,구계,35~39세,2025. 1/4,29001,28588,413,
노원구,구계,40~44세,2025. 1/4,34478,34147,331,
노원구,구계,45~49세,2025. 1/4,37162,36934,228,
노원구,구계,50~54세,2025. 1/4,45147,44935,212,
노원구,구계,55~59세,2025. 1/4,40762,40559,203,
노원구,구계,60~64세,2025. 1/4,38017,37873,144,
노원구,구계,65~69세,2025. 1/4,35118,35046,72,
노원구,구계,70~74세,2025. 1/4,24851,24817,34,
노원구,구계,75~79세,2025. 1/4,18187,18174,13,
노원구,구계,80~84세,2025. 1/4,13231,13225,6,
노원구,구계,85~89세,2025. 1/4,7272,7269,3,
노원구,구계,90~94세,2025. 1/4,2610,2609,1,
노원구,구계,95~99세,2025. 1/4,607,606,1,
노원구,구계,100세 이상,2025. 1/4,92,92,-,
노원구,월계1동,합계,2025. 1/4,21196,20342,854,
노원구,월계1동,0~4세,2025. 1/4,371,366,5,
노원구,월계1동,5~9세,2025. 1/4,423,416,7,
노원구,월계1동,10~14세,2025. 1/4,608,605,3,
노원구,월계1동,15~19세,2025. 1/4,970,903,67,
노원구,월계1동,20~24세,2025. 1/4,2415,2018,397,
노원구,월계1동,25~29세,2025. 1/4,1733,1537,196,
노원구,월계1동,30~34세,2025. 1/4,1340,1265,75,
노원구,월계1동,35~39세,2025. 1/4,1104,1071,33,
노원구,월계1동,40~44세,2025. 1/4,1253,1232,21,
노원구,월계1동,45~49세,2025. 1/4,1442,1430,12,
노원구,월계1동,50~54세,2025. 1/4,1710,1698,12,
노원구,월계1동,55~59세,2025. 1/4,1581,1570,11,
노원구,월계1동,60~64세,2025. 1/4,1579,1571,8,
노원구,월계1동,65~69세,2025. 1/4,1524,1519,5,
노원구,월계1동,70~74세,2025. 1/4,1155,1153,2,
노원구,월계1동,75~79세,2025. 1/4,931,931,-,
노원구,월계1동,80~84세,2025. 1/4,612,612,-,
노원구,월계1동,85~89세,2025. 1/4,332,332,-,
노원구,월계1동,90~94세,2025. 1/4,88,88,-,
노원구,월계1동,95~99세,2025. 1/4,22,22,-,
노원구,월계1동,100세 이상,2025. 1/4,3,3,-,
노원구,월계2동,합계,2025. 1/4,25274,25091,183,
노원구,월계2동,0~4세,2025. 1/4,528,526,2,
노원구,월계2동,5~9세,2025. 1/4,696,691,5,
노원구,월계2동,10~14세,2025. 1/4,857,856,1,
노원구,월계2동,15~19세,2025. 1/4,1030,1019,11,
노원구,월계2동,20~24세,2025. 1/4,1251,1231,20,
노원구,월계2동,25~29세,2025. 1/4,1357,1337,20,
노원구,월계2동,30~34세,2025. 1/4,1410,1392,18,
노원구,월계2동,35~39세,2025. 1/4,1360,1340,20,
노원구,월계2동,40~44세,2025. 1/4,1766,1741,25,
노원구,월계2동,45~49세,2025. 1/4,1876,1859,17,
노원구,월계2동,50~54세,2025. 1/4,2134,2123,11,
노원구,월계2동,55~59세,2025. 1/4,2162,2146,16,
노원구,월계2동,60~64세,2025. 1/4,2161,2148,13,
노원구,월계2동,65~69세,2025. 1/4,2255,2253,2,
노원구,월계2동,70~74세,2025. 1/4,1760,1759,1,
노원구,월계2동,75~79세,2025. 1/4,1194,1194,-,
노원구,월계2동,80~84세,2025. 1/4,856,855,1,
노원구,월계2동,85~89세,2025. 1/4,397,397,-,
노원구,월계2동,90~94세,2025. 1/4,183,183,-,
노원구,월계2동,95~99세,2025. 1/4,34,34,-,
노원구,월계2동,100세 이상,2025. 1/4,7,7,-,
노원구,월계3동,합계,2025. 1/4,28297,28121,176,
노원구,월계3동,0~4세,2025. 1/4,753,753,-,
노원구,월계3동,5~9세,2025. 1/4,811,806,5,
노원구,월계3동,10~14세,2025. 1/4,862,859,3,
노원구,월계3동,15~19세,2025. 1/4,932,929,3,
노원구,월계3동,20~24세,2025. 1/4,1271,1256,15,
노원구,월계3동,25~29세,2025. 1/4,1743,1728,15,
노원구,월계3동,30~34세,2025. 1/4,2161,2137,24,
노원구,월계3동,35~39세,2025. 1/4,2132,2098,34,
노원구,월계3동,40~44세,2025. 1/4,2089,2077,12,
노원구,월계3동,45~49세,2025. 1/4,1851,1836,15,
노원구,월계3동,50~54세,2025. 1/4,2280,2261,19,
노원구,월계3동,55~59세,2025. 1/4,2213,2203,10,
노원구,월계3동,60~64세,2025. 1/4,2252,2238,14,
노원구,월계3동,65~69세,2025. 1/4,2305,2301,4,
노원구,월계3동,70~74세,2025. 1/4,1740,1739,1,
노원구,월계3동,75~79세,2025. 1/4,1290,1289,1,
노원구,월계3동,80~84세,2025. 1/4,893,892,1,
노원구,월계3동,85~89세,2025. 1/4,494,494,-,
노원구,월계3동,90~94세,2025. 1/4,177,177,-,
노원구,월계3동,95~99세,2025. 1/4,43,43,-,
노원구,월계3동,100세 이상,2025. 1/4,5,5,-,
노원구,공릉2동,합계,2025. 1/4,42128,41159,969,
노원구,공릉2동,0~4세,2025. 1/4,1135,1133,2,
노원구,공릉2동,5~9세,2025. 1/4,1543,1539,4,
노원구,공릉2동,10~14세,2025. 1/4,1883,1881,2,
노원구,공릉2동,15~19세,2025. 1/4,2262,2220,42,
노원구,공릉2동,20~24세,2025. 1/4,4227,3843,384,
노원구,공릉2동,25~29세,2025. 1/4,3212,2940,272,
노원구,공릉2동,30~34세,2025. 1/4,2857,2755,102,
노원구,공릉2동,35~39세,2025. 1/4,2746,2695,51,
노원구,공릉2동,40~44세,2025. 1/4,3194,3161,33,
노원구,공릉2동,45~49세,2025. 1/4,3152,3126,26,
노원구,공릉2동,50~54세,2025. 1/4,3524,3508,16,
노원구,공릉2동,55~59세,2025. 1/4,2982,2969,13,
노원구,공릉2동,60~64세,2025. 1/4,2695,2685,10,
노원구,공릉2동,65~69세,2025. 1/4,2499,2490,9,
노원구,공릉2동,70~74세,2025. 1/4,1642,1642,-,
노원구,공릉2동,75~79세,2025. 1/4,1160,1158,2,
노원구,공릉2동,80~84세,2025. 1/4,787,786,1,
노원구,공릉2동,85~89세,2025. 1/4,441,441,-,
노원구,공릉2동,90~94세,2025. 1/4,151,151,-,
노원구,공릉2동,95~99세,2025. 1/4,34,34,-,
노원구,공릉2동,100세 이상,2025. 1/4,2,2,-,
노원구,하계1동,합계,2025. 1/4,26735,26085,650,
노원구,하계1동,0~4세,2025. 1/4,332,328,4,
노원구,하계1동,5~9세,2025. 1/4,491,483,8,
노원구,하계1동,10~14세,2025. 1/4,910,906,4,
노원구,하계1동,15~19세,2025. 1/4,2147,2091,56,
노원구,하계1동,20~24세,2025. 1/4,2931,2709,222,
노원구,하계1동,25~29세,2025. 1/4,2082,1894,188,
노원구,하계1동,30~34세,2025. 1/4,1555,1474,81,
노원구,하계1동,35~39세,2025. 1/4,1201,1175,26,
노원구,하계1동,40~44세,2025. 1/4,1345,1325,20,
노원구,하계1동,45~49세,2025. 1/4,1717,1702,15,
노원구,하계1동,50~54세,2025. 1/4,2504,2494,10,
노원구,하계1동,55~59세,2025. 1/4,2190,2183,7,
노원구,하계1동,60~64세,2025. 1/4,2090,2087,3,
노원구,하계1동,65~69세,2025. 1/4,1838,1835,3,
노원구,하계1동,70~74세,2025. 1/4,1266,1264,2,
노원구,하계1동,75~79세,2025. 1/4,901,900,1,
노원구,하계1동,80~84세,2025. 1/4,644,644,-,
노원구,하계1동,85~89세,2025. 1/4,399,399,-,
노원구,하계1동,90~94세,2025. 1/4,149,149,-,
노원구,하계1동,95~99세,2025. 1/4,35,35,-,
노원구,하계1동,100세 이상,2025. 1/4,8,8,-,
노원구,하계2동,합계,2025. 1/4,20852,20794,58,
노원구,하계2동,0~4세,2025. 1/4,382,382,-,
노원구,하계2동,5~9세,2025. 1/4,714,713,1,
노원구,하계2동,10~14세,2025. 1/4,1104,1103,1,
노원구,하계2동,15~19세,2025. 1/4,1235,1234,1,
노원구,하계2동,20~24세,2025. 1/4,1193,1193,-,
노원구,하계2동,25~29세,2025. 1/4,1229,1225,4,
노원구,하계2동,30~34세,2025. 1/4,1252,1243,9,
노원구,하계2동,35~39세,2025. 1/4,1192,1183,9,
노원구,하계2동,40~44세,2025. 1/4,1534,1521,13,
노원구,하계2동,45~49세,2025. 1/4,1737,1733,4,
노원구,하계2동,50~54세,2025. 1/4,2016,2011,5,
노원구,하계2동,55~59세,2025. 1/4,1760,1754,6,
노원구,하계2동,60~64세,2025. 1/4,1677,1675,2,
노원구,하계2동,65~69세,2025. 1/4,1330,1330,-,
노원구,하계2동,70~74세,2025. 1/4,844,843,1,
노원구,하계2동,75~79세,2025. 1/4,704,702,2,
노원구,하계2동,80~84세,2025. 1/4,493,493,-,
노원구,하계2동,85~89세,2025. 1/4,326,326,-,
노원구,하계2동,90~94세,2025. 1/4,105,105,-,
노원구,하계2동,95~99세,2025. 1/4,25,25,-,
노원구,하계2동,100세 이상,2025. 1/4,-,-,-,
노원구,중계본동,합계,2025. 1/4,22432,22369,63,
노원구,중계본동,0~4세,2025. 1/4,270,270,-,
노원구,중계본동,5~9세,2025. 1/4,803,803,-,
노원구,중계본동,10~14세,2025. 1/4,1909,1909,-,
노원구,중계본동,15~19세,2025. 1/4,2118,2117,1,
노원구,중계본동,20~24세,2025. 1/4,1556,1556,-,
노원구,중계본동,25~29세,2025. 1/4,1233,1228,5,
노원구,중계본동,30~34세,2025. 1/4,875,865,10,
노원구,중계본동,35~39세,2025. 1/4,762,757,5,
노원구,중계본동,40~44세,2025. 1/4,1633,1623,10,
노원구,중계본동,45~49세,2025. 1/4,2389,2380,9,
노원구,중계본동,50~54세,2025. 1/4,2688,2679,9,
노원구,중계본동,55~59세,2025. 1/4,1865,1859,6,
노원구,중계본동,60~64세,2025. 1/4,1538,1534,4,
노원구,중계본동,65~69세,2025. 1/4,1077,1076,1,
노원구,중계본동,70~74세,2025. 1/4,625,622,3,
노원구,중계본동,75~79세,2025. 1/4,444,444,-,
노원구,중계본동,80~84세,2025. 1/4,349,349,-,
노원구,중계본동,85~89세,2025. 1/4,197,197,-,
노원구,중계본동,90~94세,2025. 1/4,78,78,-,
노원구,중계본동,95~99세,2025. 1/4,21,21,-,
노원구,중계본동,100세 이상,2025. 1/4,2,2,-,
