구,동,연령별,계,한국인,등록외국인,
중구,동화동,합계,9994,9829,165,
중구,동화동,0~4세,234,229,5,
중구,동화동,5~9세,334,326,8,
중구,동화동,10~14세,335,332,3,
중구,동화동,15~19세,368,363,5,
중구,동화동,20~24세,491,483,8,
중구,동화동,25~29세,576,561,15,
중구,동화동,30~34세,687,669,18,
중구,동화동,35~39세,643,621,22,
중구,동화동,40~44세,697,679,18,
중구,동화동,45~49세,658,648,10,
중구,동화동,50~54세,817,807,10,
중구,동화동,55~59세,940,924,16,
중구,동화동,60~64세,926,913,13,
중구,동화동,65~69세,801,792,9,
중구,동화동,70~74세,500,499,1,
중구,동화동,75~79세,392,390,2,
중구,동화동,80~84세,315,314,1,
중구,동화동,85~89세,191,190,1,
중구,동화동,90~94세,74,74,-,
중구,동화동,95~99세,14,14,-,
중구,동화동,100세 이상,1,1,-,
용산구,후암동,합계,16229,15757,472,
용산구,후암동,0~4세,246,238,8,
용산구,후암동,5~9세,381,370,11,
용산구,후암동,10~14세,535,518,17,
용산구,후암동,15~19세,562,546,16,
용산구,후암동,20~24세,750,730,20,
용산구,후암동,25~29세,1400,1360,40,
용산구,후암동,30~34세,1649,1599,50,
용산구,후암동,35~39세,1247,1192,55,
용산구,후암동,40~44세,1194,1138,56,
용산구,후암동,45~49세,1117,1070,47,
용산구,후암동,50~54세,1345,1297,48,
용산구,후암동,55~59세,1273,1240,33,
용산구,후암동,60~64세,1264,1232,32,
용산구,후암동,65~69세,1096,1077,19,
용산구,후암동,70~74세,799,791,8,
용산구,후암동,75~79세,553,549,4,
용산구,후암동,80~84세,433,429,4,
용산구,후암동,85~89세,273,270,3,
용산구,후암동,90~94세,81,81,-,
용산구,후암동,95~99세,23,23,-,
용산구,후암동,100세 이상,8,7,1,
용산구,용산2가동,합계,10015,8628,1387,
용산구,용산2가동,0~4세,132,99,33,
용산구,용산2가동,5~9세,160,121,39,
용산구,용산2가동,10~14세,199,160,39,
용산구,용산2가동,15~19세,271,237,34,
용산구,용산2가동,20~24세,575,428,147,
용산구,용산2가동,25~29세,1012,846,166,
용산구,용산2가동,30~34세,1196,957,239,
용산구,용산2가동,35~39세,885,676,209,
용산구,용산2가동,40~44세,753,616,137,
용산구,용산2가동,45~49세,651,534,117,
용산구,용산2가동,50~54세,712,631,81,
용산구,용산2가동,55~59세,637,570,67,
용산구,용산2가동,60~64세,670,640,30,
용산구,용산2가동,65~69세,680,651,29,
용산구,용산2가동,70~74세,496,485,11,
용산구,용산2가동,75~79세,415,411,4,
용산구,용산2가동,80~84세,294,292,2,
용산구,용산2가동,85~89세,195,192,3,
용산구,용산2가동,90~94세,64,64,-,
용산구,용산2가동,95~99세,17,17,-,
용산구,용산2가동,100세 이상,1,1,-,
용산구,남영동,합계,7218,6718,500,
용산구,남영동,0~4세,60,48,12,
용산구,남영동,5~9세,73,62,11,
용산구,남영동,10~14세,102,84,18,
용산구,남영동,15~19세,148,119,29,
용산구,남영동,20~24세,294,250,44,
용산구,남영동,25~29세,577,519,58,
용산구,남영동,30~34세,699,649,50,
용산구,남영동,35~39세,473,416,57,
용산구,남영동,40~44세,403,365,38,
용산구,남영동,45~49세,450,401,49,
용산구,남영동,50~54세,703,660,43,
용산구,남영동,55~59세,756,718,38,
용산구,남영동,60~64세,829,804,25,
용산구,남영동,65~69세,656,641,15,
용산구,남영동,70~74세,386,379,7,
용산구,남영동,75~79세,260,260,-,
용산구,남영동,80~84세,192,188,4,
용산구,남영동,85~89세,114,112,2,
용산구,남영동,90~94세,32,32,-,
용산구,남영동,95~99세,7,7,-,
용산구,남영동,100세 이상,4,4,-,
용산구,원효로2동,합계,13641,13511,130,
용산구,원효로2동,0~4세,326,324,2,
용산구,원효로2동,5~9세,394,392,2,
용산구,원효로2동,10~14세,452,447,5,
용산구,원효로2동,15~19세,472,468,4,
용산구,원효로2동,20~24세,711,700,11,
용산구,원효로2동,25~29세,1115,1109,6,
용산구,원효로2동,30~34세,1384,1365,19,
용산구,원효로2동,35~39세,1039,1021,18,
용산구,원효로2동,40~44세,1014,999,15,
용산구,원효로2동,45~49세,903,885,18,
용산구,원효로2동,50~54세,1110,1099,11,
용산구,원효로2동,55~59세,1088,1080,8,
용산구,원효로2동,60~64세,1046,1041,5,
용산구,원효로2동,65~69세,884,880,4,
용산구,원효로2동,70~74세,570,570,-,
용산구,원효로2동,75~79세,466,466,-,
용산구,원효로2동,80~84세,331,330,1,
용산구,원효로2동,85~89세,234,234,-,
용산구,원효로2동,90~94세,80,79,1,
용산구,원효로2동,95~99세,19,19,-,
용산구,원효로2동,100세 이상,3,3,-,
용산구,효창동,합계,10668,10511,157,
용산구,효창동,0~4세,305,295,10,
용산구,효창동,5~9세,361,350,11,
용산구,효창동,10~14세,332,327,5,
용산구,효창동,15~19세,339,333,6,
용산구,효창동,20~24세,593,587,6,
용산구,효창동,25~29세,915,902,13,
용산구,효창동,30~34세,1149,1132,17,
용산구,효창동,35~39세,926,901,25,
용산구,효창동,40~44세,855,835,20,
용산구,효창동,45~49세,730,714,16,
용산구,효창동,50~54세,899,887,12,
용산구,효창동,55~59세,856,849,7,
용산구,효창동,60~64세,711,706,5,
용산구,효창동,65~69세,557,557,-,
용산구,효창동,70~74세,367,365,2,
용산구,효창동,75~79세,305,304,1,
용산구,효창동,80~84세,260,259,1,
용산구,효창동,85~89세,145,145,-,
용산구,효창동,90~94세,52,52,-,
용산구,효창동,95~99세,10,10,-,
용산구,효창동,100세 이상,1,1,-,
용산구,용문동,합계,11244,11141,103,
용산구,용문동,0~4세,280,277,3,
용산구,용문동,5~9세,269,267,2,
용산구,용문동,10~14세,294,293,1,
용산구,용문동,15~19세,337,335,2,
용산구,용문동,20~24세,534,530,4,
용산구,용문동,25~29세,988,980,8,
용산구,용문동,30~34세,1079,1072,7,
용산구,용문동,35~39세,884,871,13,
용산구,용문동,40~44세,826,814,12,
용산구,용문동,45~49세,687,672,15,
용산구,용문동,50~54세,920,915,5,
용산구,용문동,55~59세,914,899,15,
용산구,용문동,60~64세,845,835,10,
용산구,용문동,65~69세,767,765,2,
용산구,용문동,70~74세,555,553,2,
용산구,용문동,75~79세,466,466,-,
용산구,용문동,80~84세,347,346,1,
용산구,용문동,85~89세,182,181,1,
용산구,용문동,90~94세,49,49,-,
용산구,용문동,95~99세,15,15,-,
용산구,용문동,100세 이상,6,6,-,
용산구,이촌1동,합계,25483,24954,529,
용산구,이촌1동,0~4세,808,788,20,
용산구,이촌1동,5~9세,1354,1307,47,
용산구,이촌1동,10~14세,1416,1376,40,
용산구,이촌1동,15~19세,1218,1194,24,
용산구,이촌1동,20~24세,1290,1282,8,
용산구,이촌1동,25~29세,1247,1236,11,
용산구,이촌1동,30~34세,1351,1334,17,
용산구,이촌1동,35~39세,1725,1669,56,
용산구,이촌1동,40~44세,2148,2077,71,
용산구,이촌1동,45~49세,2071,1993,78,
용산구,이촌1동,50~54세,2394,2338,56,
용산구,이촌1동,55~59세,2106,2076,30,
용산구,이촌1동,60~64세,1668,1647,21,
용산구,이촌1동,65~69세,1512,1493,19,
용산구,이촌1동,70~74세,970,956,14,
용산구,이촌1동,75~79세,753,741,12,
용산구,이촌1동,80~84세,684,683,1,
용산구,이촌1동,85~89세,507,503,4,
용산구,이촌1동,90~94세,206,206,-,
용산구,이촌1동,95~99세,49,49,-,
용산구,이촌1동,100세 이상,6,6,-,
용산구,이촌2동,합계,7777,7718,59,
용산구,이촌2동,0~4세,238,237,1,
용산구,이촌2동,5~9세,160,160,-,
용산구,이촌2동,10~14세,184,183,1,
용산구,이촌2동,15~19세,240,239,1,
용산구,이촌2동,20~24세,316,313,3,
용산구,이촌2동,25~29세,442,437,5,
용산구,이촌2동,30~34세,661,655,6,
용산구,이촌2동,35~39세,663,658,5,
용산구,이촌2동,40~44세,632,626,6,
용산구,이촌2동,45~49세,499,490,9,
용산구,이촌2동,50~54세,600,595,5,
용산구,이촌2동,55~59세,629,624,5,
용산구,이촌2동,60~64세,616,610,6,
용산구,이촌2동,65~69세,666,664,2,
용산구,이촌2동,70~74세,424,422,2,
용산구,이촌2동,75~79세,339,337,2,
용산구,이촌2동,80~84세,253,253,-,
용산구,이촌2동,85~89세,143,143,-,
용산구,이촌2동,90~94세,56,56,-,
용산구,이촌2동,95~99세,14,14,-,
용산구,이촌2동,100세 이상,2,2,-,
용산구,이태원1동,합계,7554,6007,1547,
용산구,이태원1동,0~4세,117,86,31,
용산구,이태원1동,5~9세,179,110,69,
용산구,이태원1동,10~14세,173,97,76,
용산구,이태원1동,15~19세,191,135,56,
용산구,이태원1동,20~24세,289,226,63,
용산구,이태원1동,25~29세,704,540,164,
용산구,이태원1동,30~34세,934,686,248,
용산구,이태원1동,35~39세,705,482,223,
용산구,이태원1동,40~44세,619,433,186,
용산구,이태원1동,45~49세,494,346,148,
용산구,이태원1동,50~54세,531,429,102,
용산구,이태원1동,55~59세,548,467,81,
용산구,이태원1동,60~64세,569,522,47,
용산구,이태원1동,65~69세,504,481,23,
용산구,이태원1동,70~74세,336,323,13,
용산구,이태원1동,75~79세,266,256,10,
용산구,이태원1동,80~84세,190,188,2,
용산구,이태원1동,85~89세,135,131,4,
용산구,이태원1동,90~94세,53,53,-,
용산구,이태원1동,95~99세,14,14,-,
용산구,이태원1동,100세 이상,3,2,1,
용산구,이태원2동,합계,10021,8499,1522,
용산구,이태원2동,0~4세,195,138,57,
용산구,이태원2동,5~9세,266,176,90,
용산구,이태원2동,10~14세,253,185,68,
용산구,이태원2동,15~19세,267,217,50,
용산구,이태원2동,20~24세,462,396,66,
용산구,이태원2동,25~29세,858,766,92,
용산구,이태원2동,30~34세,1193,976,217,
용산구,이태원2동,35~39세,934,735,199,
용산구,이태원2동,40~44세,934,723,211,
용산구,이태원2동,45~49세,694,535,159,
용산구,이태원2동,50~54세,794,670,124,
용산구,이태원2동,55~59세,653,559,94,
용산구,이태원2동,60~64세,623,580,43,
용산구,이태원2동,65~69세,600,569,31,
용산구,이태원2동,70~74세,394,382,12,
용산구,이태원2동,75~79세,354,348,6,
용산구,이태원2동,80~84세,301,299,2,
용산구,이태원2동,85~89세,168,167,1,
용산구,이태원2동,90~94세,61,61,-,
용산구,이태원2동,95~99세,16,16,-,
용산구,이태원2동,100세 이상,1,1,-,
용산구,서빙고동,합계,13087,12369,718,
용산구,서빙고동,0~4세,296,266,30,
용산구,서빙고동,5~9세,418,351,67,
용산구,서빙고동,10~14세,706,641,65,
용산구,서빙고동,15~19세,740,687,53,
용산구,서빙고동,20~24세,790,765,25,
용산구,서빙고동,25~29세,746,727,19,
용산구,서빙고동,30~34세,810,758,52,
용산구,서빙고동,35~39세,782,716,66,
용산구,서빙고동,40~44세,1060,969,91,
용산구,서빙고동,45~49세,1199,1122,77,
용산구,서빙고동,50~54세,1209,1151,58,
용산구,서빙고동,55~59세,989,947,42,
용산구,서빙고동,60~64세,964,927,37,
용산구,서빙고동,65~69세,799,782,17,
용산구,서빙고동,70~74세,515,508,7,
용산구,서빙고동,75~79세,354,348,6,
용산구,서빙고동,80~84세,300,295,5,
용산구,서빙고동,85~89세,277,276,1,
용산구,서빙고동,90~94세,105,105,-,
용산구,서빙고동,95~99세,21,21,-,
용산구,서빙고동,100세 이상,7,7,-,
용산구,보광동,합계,8072,7122,950,
용산구,보광동,0~4세,95,68,27,
용산구,보광동,5~9세,115,80,35,
용산구,보광동,10~14세,192,153,39,
용산구,보광동,15~19세,211,196,15,
용산구,보광동,20~24세,309,282,27,
용산구,보광동,25~29세,640,556,84,
용산구,보광동,30~34세,768,640,128,
용산구,보광동,35~39세,606,459,147,
용산구,보광동,40~44세,616,487,129,
용산구,보광동,45~49세,579,454,125,
용산구,보광동,50~54세,726,638,88,
용산구,보광동,55~59세,699,651,48,
용산구,보광동,60~64세,742,706,36,
용산구,보광동,65~69세,626,613,13,
용산구,보광동,70~74세,403,401,2,
용산구,보광동,75~79세,321,318,3,
용산구,보광동,80~84세,220,218,2,
용산구,보광동,85~89세,138,138,-,
용산구,보광동,90~94세,50,50,-,
용산구,보광동,95~99세,13,12,1,
용산구,보광동,100세 이상,3,2,1,
용산구,청파동,합계,19307,18565,742,
용산구,청파동,0~4세,209,203,6,
용산구,청파동,5~9세,230,223,7,
용산구,청파동,10~14세,366,362,4,
용산구,청파동,15~19세,571,562,9,
용산구,청파동,20~24세,1781,1627,154,
용산구,청파동,25~29세,2453,2252,201,
용산구,청파동,30~34세,2223,2129,94,
용산구,청파동,35~39세,1372,1303,69,
용산구,청파동,40~44세,1101,1052,49,
용산구,청파동,45~49세,1099,1081,18,
용산구,청파동,50~54세,1496,1459,37,
용산구,청파동,55~59세,1483,1456,27,
용산구,청파동,60~64세,1393,1361,32,
용산구,청파동,65~69세,1187,1169,18,
용산구,청파동,70~74세,822,815,7,
용산구,청파동,75~79세,637,631,6,
용산구,청파동,80~84세,522,520,2,
용산구,청파동,85~89세,258,258,-,
용산구,청파동,90~94세,81,81,-,
용산구,청파동,95~99세,18,17,1,
용산구,청파동,100세 이상,5,4,1,
용산구,원효로1동,합계,17823,17085,738,
용산구,원효로1동,0~4세,564,522,42,
용산구,원효로1동,5~9세,566,527,39,
용산구,원효로1동,10~14세,520,476,44,
용산구,원효로1동,15~19세,483,454,29,
용산구,원효로1동,20~24세,905,866,39,
용산구,원효로1동,25~29세,1976,1934,42,
용산구,원효로1동,30~34세,2561,2471,90,
용산구,원효로1동,35~39세,1911,1817,94,
용산구,원효로1동,40~44세,1572,1477,95,
용산구,원효로1동,45~49세,1199,1126,73,
용산구,원효로1동,50~54세,1238,1192,46,
용산구,원효로1동,55~59세,1085,1042,43,
용산구,원효로1동,60~64세,1029,1001,28,
용산구,원효로1동,65~69세,828,816,12,
용산구,원효로1동,70~74세,535,525,10,
용산구,원효로1동,75~79세,382,376,6,
용산구,원효로1동,80~84세,261,257,4,
용산구,원효로1동,85~89세,137,135,2,
용산구,원효로1동,90~94세,62,62,-,
용산구,원효로1동,95~99세,8,8,-,
용산구,원효로1동,100세 이상,1,1,-,
용산구,한강로동,합계,22535,20821,1714,
용산구,한강로동,0~4세,756,691,65,
용산구,한강로동,5~9세,608,480,128,
용산구,한강로동,10~14세,537,409,128,
용산구,한강로동,15~19세,610,519,91,
용산구,한강로동,20~24세,986,943,43,
용산구,한강로동,25~29세,2092,2027,65,
용산구,한강로동,30~34세,2890,2799,91,
용산구,한강로동,35~39세,2267,2089,178,
용산구,한강로동,40~44세,1881,1631,250,
용산구,한강로동,45~49세,1412,1196,216,
용산구,한강로동,50~54세,1599,1470,129,
용산구,한강로동,55~59세,1795,1673,122,
용산구,한강로동,60~64세,1607,1507,100,
용산구,한강로동,65~69세,1303,1258,45,
용산구,한강로동,70~74세,798,769,29,
용산구,한강로동,75~79세,585,561,24,
용산구,한강로동,80~84세,419,413,6,
용산구,한강로동,85~89세,261,259,2,
용산구,한강로동,90~94세,101,100,1,
용산구,한강로동,95~99세,24,23,1,
용산구,한강로동,100세 이상,4,4,-,
용산구,한남동,합계,15863,13999,1864,
용산구,한남동,0~4세,483,427,56,
용산구,한남동,5~9세,559,447,112,
용산구,한남동,10~14세,575,433,142,
용산구,한남동,15~19세,582,455,127,
용산구,한남동,20~24세,607,558,49,
용산구,한남동,25~29세,989,908,81,
용산구,한남동,30~34세,1450,1269,181,
용산구,한남동,35~39세,1464,1233,231,
용산구,한남동,40~44세,1563,1334,229,
용산구,한남동,45~49세,1290,1060,230,
용산구,한남동,50~54세,1366,1201,165,
용산구,한남동,55~59세,1166,1035,131,
용산구,한남동,60~64세,1034,974,60,
용산구,한남동,65~69세,928,897,31,
용산구,한남동,70~74세,677,652,25,
용산구,한남동,75~79세,485,479,6,
용산구,한남동,80~84세,355,351,4,
용산구,한남동,85~89세,191,188,3,
용산구,한남동,90~94세,78,77,1,
용산구,한남동,95~99세,18,18,-,
용산구,한남동,100세 이상,3,3,-,
성동구,왕십리2동,합계,16249,15894,355,
성동구,왕십리2동,0~4세,489,482,7,
성동구,왕십리2동,5~9세,497,493,4,
성동구,왕십리2동,10~14세,487,484,3,
성동구,왕십리2동,15~19세,524,520,4,
성동구,왕십리2동,20~24세,854,772,82,
성동구,왕십리2동,25~29세,1358,1285,73,
성동구,왕십리2동,30~34세,1622,1578,44,
성동구,왕십리2동,35~39세,1350,1321,29,
성동구,왕십리2동,40~44세,1271,1250,21,
성동구,왕십리2동,45~49세,1047,1026,21,
성동구,왕십리2동,50~54세,1311,1296,15,
성동구,왕십리2동,55~59세,1269,1245,24,
성동구,왕십리2동,60~64세,1247,1233,14,
성동구,왕십리2동,65~69세,1026,1019,7,
성동구,왕십리2동,70~74세,694,692,2,
성동구,왕십리2동,75~79세,535,531,4,
성동구,왕십리2동,80~84세,381,380,1,
성동구,왕십리2동,85~89세,198,198,-,
성동구,왕십리2동,90~94세,71,71,-,
성동구,왕십리2동,95~99세,15,15,-,
성동구,왕십리2동,100세 이상,3,3,-,
